"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,18.9924974172788,1,18.9924974172788,1
"6",1989,0,0,18.9924974172788,1
"7",1990,0,0,18.9924974172788,1
"8",1991,0,0,18.9924974172788,1
"9",1992,0,0,18.9924974172788,1
"10",1993,0,0,18.9924974172788,1
"11",1994,0,0,18.9924974172788,1
"12",1995,0,0,18.9924974172788,1
"13",1996,0,0,18.9924974172788,1
"14",1997,0,0,18.9924974172788,1
"15",1998,0,0,18.9924974172788,1
"16",1999,0,0,18.9924974172788,1
"17",2000,0,0,18.9924974172788,1
"18",2001,0,0,18.9924974172788,1
"19",2002,0,0,18.9924974172788,1
"20",2003,0,0,18.9924974172788,1
"21",2004,0,0,18.9924974172788,1
"22",2005,0,0,18.9924974172788,1
"23",2006,0,0,18.9924974172788,1
"24",2007,18.9924974172788,1,37.9849948345576,2
"25",2008,0,0,37.9849948345576,2
"26",2009,18.9924974172788,1,56.9774922518364,3
"27",2010,0,0,56.9774922518364,3
"28",2011,0,0,56.9774922518364,3
"29",2012,0,0,56.9774922518364,3
"30",2013,0,0,56.9774922518364,3
"31",2014,0,0,56.9774922518364,3
"32",2015,0,0,56.9774922518364,3
